,SampleID,Env,Region,Contribution
C010,,Senior,Italy,0.042377524
C010,,Young,Italy,0.95762247
C012,,Senior,Italy,0.058020435
C012,,Young,Italy,0.9419796
C021,,Senior,Italy,0.5664654
C021,,Young,Italy,0.43353462
C042,,Senior,Italy,0.07761491
C042,,Young,Italy,0.9223851
C052,,Senior,Italy,0.5178693
C052,,Young,Italy,0.4821308
S010,,Senior,Italy,0.040290467
S010,,Young,Italy,0.9597095
S020,,Senior,Italy,0.5260813
S020,,Young,Italy,0.47391865
S030,,Senior,Italy,0.56684446
S030,,Young,Italy,0.43315557
S050,,Senior,Italy,0.07238386
S050,,Young,Italy,0.9276161
S080,,Senior,Italy,0.028621433
S080,,Young,Italy,0.9713786
S100,,Senior,Italy,0.061214894
S100,,Young,Italy,0.9387851
S110,,Senior,Italy,0.35935682
S110,,Young,Italy,0.6406432
S120,,Senior,Italy,0.2422429
S120,,Young,Italy,0.7577571
S130,,Senior,Italy,0.0433532
S130,,Young,Italy,0.9566468
S150,,Senior,Italy,0.029199405
S150,,Young,Italy,0.9708006
S180,,Senior,Italy,0.54975915
S180,,Young,Italy,0.45024088
S200,,Senior,Italy,0.09092194
S200,,Young,Italy,0.90907806
S210,,Senior,Italy,0.03013006
S210,,Young,Italy,0.96987
S220,,Senior,Italy,0.2812239
S220,,Young,Italy,0.71877617
S240,,Senior,Italy,0.030183075
S240,,Young,Italy,0.9698169
S260,,Senior,Italy,0.05376313
S260,,Young,Italy,0.9462369
S280,,Senior,Italy,0.56638193
S280,,Young,Italy,0.43361804
S290,,Senior,Italy,0.056385558
S290,,Young,Italy,0.9436145
S320,,Senior,Italy,0.031925976
S320,,Young,Italy,0.96807396
S330,,Senior,Italy,0.09153944
S330,,Young,Italy,0.9084605
SRR3679961,,Senior,Sichuan,0.5189892
SRR3679961,,Young,Sichuan,0.48101076
SRR3679980,,Senior,Sichuan,0.028621433
SRR3679980,,Young,Sichuan,0.9713786
SRR5602010,,Senior,Jiangsu,0.5690151
SRR5602010,,Young,Jiangsu,0.43098497
SRR5602016,,Senior,Jiangsu,0.52170265
SRR5602016,,Young,Jiangsu,0.47829732
SRR5602092,,Senior,Jiangsu,0.37026402
SRR5602092,,Young,Jiangsu,0.62973595
SRR5602119,,Senior,Jiangsu,0.321788
SRR5602119,,Young,Jiangsu,0.67821205
SRR5602125,,Senior,Jiangsu,0.032729365
SRR5602125,,Young,Jiangsu,0.9672706
SRR5602134,,Senior,Jiangsu,0.5342328
SRR5602134,,Young,Jiangsu,0.46576715
SRR5602138,,Senior,Jiangsu,0.31074023
SRR5602138,,Young,Jiangsu,0.68925977
SRR5602145,,Senior,Jiangsu,0.27313522
SRR5602145,,Young,Jiangsu,0.72686476
SRR5602155,,Senior,Jiangsu,0.5544042
SRR5602155,,Young,Jiangsu,0.4455958
SRR5602159,,Senior,Jiangsu,0.34905487
SRR5602159,,Young,Jiangsu,0.6509452
SRR5602160,,Senior,Jiangsu,0.5152331
SRR5602160,,Young,Jiangsu,0.4847669
SRR5602168,,Senior,Jiangsu,0.038237292
SRR5602168,,Young,Jiangsu,0.9617627
SRR5602179,,Senior,Jiangsu,0.4780594
SRR5602179,,Young,Jiangsu,0.5219406
SRR5602182,,Senior,Jiangsu,0.5569865
SRR5602182,,Young,Jiangsu,0.44301352
SRR5602193,,Senior,Jiangsu,0.4707442
SRR5602193,,Young,Jiangsu,0.5292558
SRR5602210,,Senior,Jiangsu,0.5064275
SRR5602210,,Young,Jiangsu,0.49357247
SRR5602220,,Senior,Jiangsu,0.3435422
SRR5602220,,Young,Jiangsu,0.65645784
SRR5602234,,Senior,Jiangsu,0.39469576
SRR5602234,,Young,Jiangsu,0.60530424
SRR5602256,,Senior,Jiangsu,0.25585616
SRR5602256,,Young,Jiangsu,0.7441438
SRR5602260,,Senior,Jiangsu,0.20810047
SRR5602260,,Young,Jiangsu,0.79189956
SRR5602284,,Senior,Jiangsu,0.5014091
SRR5602284,,Young,Jiangsu,0.49859086
SRR5602290,,Senior,Jiangsu,0.0656015
SRR5602290,,Young,Jiangsu,0.9343985
SRR5602324,,Senior,Jiangsu,0.27781585
SRR5602324,,Young,Jiangsu,0.7221841
SRR5602333,,Senior,Jiangsu,0.044078086
SRR5602333,,Young,Jiangsu,0.95592195
SRR5602335,,Senior,Jiangsu,0.5222508
SRR5602335,,Young,Jiangsu,0.47774923
SRR5602345,,Senior,Jiangsu,0.49078304
SRR5602345,,Young,Jiangsu,0.50921696
SRR5602349,,Senior,Jiangsu,0.4249429
SRR5602349,,Young,Jiangsu,0.575057
SRR5602351,,Senior,Jiangsu,0.5663219
SRR5602351,,Young,Jiangsu,0.43367803
C010,,Senior,Italy,0.042144783
C010,,Young,Italy,0.9578552
C012,,Senior,Italy,0.051578574
C012,,Young,Italy,0.9484214
C021,,Senior,Italy,0.45162076
C021,,Young,Italy,0.54837924
C042,,Senior,Italy,0.04321098
C042,,Young,Italy,0.9567891
C052,,Senior,Italy,0.287272
C052,,Young,Italy,0.712728
S010,,Senior,Italy,0.040583596
S010,,Young,Italy,0.95941633
S020,,Senior,Italy,0.5108113
S020,,Young,Italy,0.48918867
S030,,Senior,Italy,0.11146837
S030,,Young,Italy,0.8885317
S050,,Senior,Italy,0.08107044
S050,,Young,Italy,0.9189295
S080,,Senior,Italy,0.02862154
S080,,Young,Italy,0.9713785
S100,,Senior,Italy,0.06282823
S100,,Young,Italy,0.9371718
S110,,Senior,Italy,0.11555457
S110,,Young,Italy,0.8844455
S120,,Senior,Italy,0.36541635
S120,,Young,Italy,0.63458365
S130,,Senior,Italy,0.046273835
S130,,Young,Italy,0.9537262
S150,,Senior,Italy,0.028976873
S150,,Young,Italy,0.97102314
S180,,Senior,Italy,0.4138926
S180,,Young,Italy,0.5861075
S200,,Senior,Italy,0.16167912
S200,,Young,Italy,0.8383209
S210,,Senior,Italy,0.029628035
S210,,Young,Italy,0.9703719
S220,,Senior,Italy,0.5015032
S220,,Young,Italy,0.49849686
S240,,Senior,Italy,0.02946864
S240,,Young,Italy,0.97053134
S260,,Senior,Italy,0.06002795
S260,,Young,Italy,0.9399721
S280,,Senior,Italy,0.37039012
S280,,Young,Italy,0.62960994
S290,,Senior,Italy,0.05360777
S290,,Young,Italy,0.94639224
S320,,Senior,Italy,0.030717926
S320,,Young,Italy,0.9692821
S330,,Senior,Italy,0.056037012
S330,,Young,Italy,0.94396293
SRR3679961,,Senior,Sichuan,0.5600702
SRR3679961,,Young,Sichuan,0.43992978
SRR3679980,,Senior,Sichuan,0.02862154
SRR3679980,,Young,Sichuan,0.9713785
SRR5602010,,Senior,Jiangsu,0.5197073
SRR5602010,,Young,Jiangsu,0.48029268
SRR5602016,,Senior,Jiangsu,0.5462073
SRR5602016,,Young,Jiangsu,0.45379263
SRR5602092,,Senior,Jiangsu,0.53123295
SRR5602092,,Young,Jiangsu,0.46876705
SRR5602119,,Senior,Jiangsu,0.53068477
SRR5602119,,Young,Jiangsu,0.46931523
SRR5602125,,Senior,Jiangsu,0.030917991
SRR5602125,,Young,Jiangsu,0.96908194
SRR5602134,,Senior,Jiangsu,0.45273057
SRR5602134,,Young,Jiangsu,0.5472694
SRR5602138,,Senior,Jiangsu,0.55047786
SRR5602138,,Young,Jiangsu,0.44952217
SRR5602145,,Senior,Jiangsu,0.43840605
SRR5602145,,Young,Jiangsu,0.5615939
SRR5602155,,Senior,Jiangsu,0.50438625
SRR5602155,,Young,Jiangsu,0.49561378
SRR5602159,,Senior,Jiangsu,0.5463403
SRR5602159,,Young,Jiangsu,0.45365968
SRR5602160,,Senior,Jiangsu,0.4649069
SRR5602160,,Young,Jiangsu,0.5350931
SRR5602168,,Senior,Jiangsu,0.041945536
SRR5602168,,Young,Jiangsu,0.9580545
SRR5602179,,Senior,Jiangsu,0.51175845
SRR5602179,,Young,Jiangsu,0.48824155
SRR5602182,,Senior,Jiangsu,0.44329423
SRR5602182,,Young,Jiangsu,0.55670583
SRR5602193,,Senior,Jiangsu,0.5271791
SRR5602193,,Young,Jiangsu,0.47282082
SRR5602210,,Senior,Jiangsu,0.42939606
SRR5602210,,Young,Jiangsu,0.570604
SRR5602220,,Senior,Jiangsu,0.20896146
SRR5602220,,Young,Jiangsu,0.7910386
SRR5602234,,Senior,Jiangsu,0.5299334
SRR5602234,,Young,Jiangsu,0.4700666
SRR5602256,,Senior,Jiangsu,0.26920837
SRR5602256,,Young,Jiangsu,0.7307916
SRR5602260,,Senior,Jiangsu,0.23997729
SRR5602260,,Young,Jiangsu,0.76002276
SRR5602284,,Senior,Jiangsu,0.50277424
SRR5602284,,Young,Jiangsu,0.4972258
SRR5602290,,Senior,Jiangsu,0.05845694
SRR5602290,,Young,Jiangsu,0.94154304
SRR5602324,,Senior,Jiangsu,0.54837793
SRR5602324,,Young,Jiangsu,0.45162207
SRR5602333,,Senior,Jiangsu,0.038085118
SRR5602333,,Young,Jiangsu,0.9619149
SRR5602335,,Senior,Jiangsu,0.53482705
SRR5602335,,Young,Jiangsu,0.465173
SRR5602345,,Senior,Jiangsu,0.22580725
SRR5602345,,Young,Jiangsu,0.7741927
SRR5602349,,Senior,Jiangsu,0.48465693
SRR5602349,,Young,Jiangsu,0.51534307
SRR5602351,,Senior,Jiangsu,0.50186443
SRR5602351,,Young,Jiangsu,0.49813557
C010,,Senior,Italy,0.57646495
C010,,Young,Italy,0.42353502
C012,,Senior,Italy,0.572672
C012,,Young,Italy,0.42732808
C021,,Senior,Italy,0.5731483
C021,,Young,Italy,0.42685175
C042,,Senior,Italy,0.56180996
C042,,Young,Italy,0.43819004
C052,,Senior,Italy,0.57385826
C052,,Young,Italy,0.42614177
S010,,Senior,Italy,0.5728947
S010,,Young,Italy,0.42710534
S020,,Senior,Italy,0.5576883
S020,,Young,Italy,0.44231167
S030,,Senior,Italy,0.57348126
S030,,Young,Italy,0.42651874
S050,,Senior,Italy,0.51349217
S050,,Young,Italy,0.4865079
S080,,Senior,Italy,0.57388556
S080,,Young,Italy,0.42611444
S100,,Senior,Italy,0.526698
S100,,Young,Italy,0.473302
S110,,Senior,Italy,0.5135452
S110,,Young,Italy,0.48645476
S120,,Senior,Italy,0.57275474
S120,,Young,Italy,0.42724523
S130,,Senior,Italy,0.5698906
S130,,Young,Italy,0.43010938
S150,,Senior,Italy,0.034415804
S150,,Young,Italy,0.96558416
S180,,Senior,Italy,0.5738845
S180,,Young,Italy,0.42611557
S200,,Senior,Italy,0.51978445
S200,,Young,Italy,0.48021552
S210,,Senior,Italy,0.04390638
S210,,Young,Italy,0.95609367
S220,,Senior,Italy,0.51991105
S220,,Young,Italy,0.48008892
S240,,Senior,Italy,0.5073096
S240,,Young,Italy,0.49269035
S260,,Senior,Italy,0.5727202
S260,,Young,Italy,0.42727977
S280,,Senior,Italy,0.5738057
S280,,Young,Italy,0.4261943
S290,,Senior,Italy,0.5182265
S290,,Young,Italy,0.4817735
S320,,Senior,Italy,0.49550906
S320,,Young,Italy,0.504491
S330,,Senior,Italy,0.5738769
S330,,Young,Italy,0.42612308
SRR3679961,,Senior,Sichuan,0.57503134
SRR3679961,,Young,Sichuan,0.4249687
SRR3679980,,Senior,Sichuan,0.57388556
SRR3679980,,Young,Sichuan,0.42611444
SRR5602010,,Senior,Jiangsu,0.5737633
SRR5602010,,Young,Jiangsu,0.42623672
SRR5602016,,Senior,Jiangsu,0.5765158
SRR5602016,,Young,Jiangsu,0.4234842
SRR5602092,,Senior,Jiangsu,0.26926205
SRR5602092,,Young,Jiangsu,0.730738
SRR5602119,,Senior,Jiangsu,0.438255
SRR5602119,,Young,Jiangsu,0.561745
SRR5602125,,Senior,Jiangsu,0.57267094
SRR5602125,,Young,Jiangsu,0.4273291
SRR5602134,,Senior,Jiangsu,0.57310194
SRR5602134,,Young,Jiangsu,0.4268981
SRR5602138,,Senior,Jiangsu,0.25682634
SRR5602138,,Young,Jiangsu,0.7431736
SRR5602145,,Senior,Jiangsu,0.2528227
SRR5602145,,Young,Jiangsu,0.7471773
SRR5602155,,Senior,Jiangsu,0.5732011
SRR5602155,,Young,Jiangsu,0.4267989
SRR5602159,,Senior,Jiangsu,0.19541845
SRR5602159,,Young,Jiangsu,0.8045816
SRR5602160,,Senior,Jiangsu,0.57273847
SRR5602160,,Young,Jiangsu,0.42726156
SRR5602168,,Senior,Jiangsu,0.45964584
SRR5602168,,Young,Jiangsu,0.5403542
SRR5602179,,Senior,Jiangsu,0.57388556
SRR5602179,,Young,Jiangsu,0.42611444
SRR5602182,,Senior,Jiangsu,0.57388496
SRR5602182,,Young,Jiangsu,0.42611504
SRR5602193,,Senior,Jiangsu,0.39487723
SRR5602193,,Young,Jiangsu,0.6051227
SRR5602210,,Senior,Jiangsu,0.5741171
SRR5602210,,Young,Jiangsu,0.42588285
SRR5602220,,Senior,Jiangsu,0.572645
SRR5602220,,Young,Jiangsu,0.427355
SRR5602234,,Senior,Jiangsu,0.36263022
SRR5602234,,Young,Jiangsu,0.63736975
SRR5602256,,Senior,Jiangsu,0.5757338
SRR5602256,,Young,Jiangsu,0.42426616
SRR5602260,,Senior,Jiangsu,0.5643807
SRR5602260,,Young,Jiangsu,0.43561932
SRR5602284,,Senior,Jiangsu,0.5737982
SRR5602284,,Young,Jiangsu,0.42620182
SRR5602290,,Senior,Jiangsu,0.034159143
SRR5602290,,Young,Jiangsu,0.9658409
SRR5602324,,Senior,Jiangsu,0.3661239
SRR5602324,,Young,Jiangsu,0.6338761
SRR5602333,,Senior,Jiangsu,0.53719026
SRR5602333,,Young,Jiangsu,0.46280983
SRR5602335,,Senior,Jiangsu,0.5769489
SRR5602335,,Young,Jiangsu,0.42305112
SRR5602345,,Senior,Jiangsu,0.5733031
SRR5602345,,Young,Jiangsu,0.42669687
SRR5602349,,Senior,Jiangsu,0.57594377
SRR5602349,,Young,Jiangsu,0.42405626
SRR5602351,,Senior,Jiangsu,0.5738756
SRR5602351,,Young,Jiangsu,0.4261244
C010,,Senior,Italy,0.037552428
C010,,Young,Italy,0.9624475
C012,,Senior,Italy,0.05556064
C012,,Young,Italy,0.9444394
C021,,Senior,Italy,0.55176467
C021,,Young,Italy,0.44823533
C042,,Senior,Italy,0.03976671
C042,,Young,Italy,0.96023333
C052,,Senior,Italy,0.30403957
C052,,Young,Italy,0.6959604
S010,,Senior,Italy,0.051020183
S010,,Young,Italy,0.94897985
S020,,Senior,Italy,0.50816274
S020,,Young,Italy,0.49183732
S030,,Senior,Italy,0.19055733
S030,,Young,Italy,0.80944264
S050,,Senior,Italy,0.046246547
S050,,Young,Italy,0.9537535
S080,,Senior,Italy,0.028621485
S080,,Young,Italy,0.9713785
S100,,Senior,Italy,0.06173101
S100,,Young,Italy,0.938269
S110,,Senior,Italy,0.08629354
S110,,Young,Italy,0.9137064
S120,,Senior,Italy,0.35416567
S120,,Young,Italy,0.6458343
S130,,Senior,Italy,0.038393196
S130,,Young,Italy,0.96160686
S150,,Senior,Italy,0.028783519
S150,,Young,Italy,0.97121644
S180,,Senior,Italy,0.4574393
S180,,Young,Italy,0.54256064
S200,,Senior,Italy,0.14290757
S200,,Young,Italy,0.85709244
S210,,Senior,Italy,0.028791828
S210,,Young,Italy,0.9712082
S220,,Senior,Italy,0.25723508
S220,,Young,Italy,0.7427649
S240,,Senior,Italy,0.029397637
S240,,Young,Italy,0.9706024
S260,,Senior,Italy,0.075245544
S260,,Young,Italy,0.9247545
S280,,Senior,Italy,0.5032736
S280,,Young,Italy,0.49672642
S290,,Senior,Italy,0.060078897
S290,,Young,Italy,0.93992114
S320,,Senior,Italy,0.030700447
S320,,Young,Italy,0.96929955
S330,,Senior,Italy,0.16407193
S330,,Young,Italy,0.83592814
SRR3679961,,Senior,Sichuan,0.5215986
SRR3679961,,Young,Sichuan,0.4784014
SRR3679980,,Senior,Sichuan,0.028621485
SRR3679980,,Young,Sichuan,0.9713785
SRR5602010,,Senior,Jiangsu,0.56805295
SRR5602010,,Young,Jiangsu,0.43194702
SRR5602016,,Senior,Jiangsu,0.53806466
SRR5602016,,Young,Jiangsu,0.4619353
SRR5602092,,Senior,Jiangsu,0.43886366
SRR5602092,,Young,Jiangsu,0.56113636
SRR5602119,,Senior,Jiangsu,0.43904418
SRR5602119,,Young,Jiangsu,0.5609559
SRR5602125,,Senior,Jiangsu,0.030298652
SRR5602125,,Young,Jiangsu,0.96970135
SRR5602134,,Senior,Jiangsu,0.5651187
SRR5602134,,Young,Jiangsu,0.43488133
SRR5602138,,Senior,Jiangsu,0.52108926
SRR5602138,,Young,Jiangsu,0.47891077
SRR5602145,,Senior,Jiangsu,0.30858138
SRR5602145,,Young,Jiangsu,0.6914186
SRR5602155,,Senior,Jiangsu,0.56619436
SRR5602155,,Young,Jiangsu,0.43380567
SRR5602159,,Senior,Jiangsu,0.5212064
SRR5602159,,Young,Jiangsu,0.47879365
SRR5602160,,Senior,Jiangsu,0.5430874
SRR5602160,,Young,Jiangsu,0.45691252
SRR5602168,,Senior,Jiangsu,0.035851143
SRR5602168,,Young,Jiangsu,0.9641489
SRR5602179,,Senior,Jiangsu,0.50762576
SRR5602179,,Young,Jiangsu,0.4923742
SRR5602182,,Senior,Jiangsu,0.49393365
SRR5602182,,Young,Jiangsu,0.5060663
SRR5602193,,Senior,Jiangsu,0.51319814
SRR5602193,,Young,Jiangsu,0.48680195
SRR5602210,,Senior,Jiangsu,0.49550548
SRR5602210,,Young,Jiangsu,0.5044945
SRR5602220,,Senior,Jiangsu,0.3694104
SRR5602220,,Young,Jiangsu,0.6305896
SRR5602234,,Senior,Jiangsu,0.5109841
SRR5602234,,Young,Jiangsu,0.48901588
SRR5602256,,Senior,Jiangsu,0.4397258
SRR5602256,,Young,Jiangsu,0.5602742
SRR5602260,,Senior,Jiangsu,0.3058962
SRR5602260,,Young,Jiangsu,0.6941038
SRR5602284,,Senior,Jiangsu,0.57028687
SRR5602284,,Young,Jiangsu,0.42971313
SRR5602290,,Senior,Jiangsu,0.028621485
SRR5602290,,Young,Jiangsu,0.9713785
SRR5602324,,Senior,Jiangsu,0.45507014
SRR5602324,,Young,Jiangsu,0.54492986
SRR5602333,,Senior,Jiangsu,0.039282475
SRR5602333,,Young,Jiangsu,0.96071756
SRR5602335,,Senior,Jiangsu,0.5353606
SRR5602335,,Young,Jiangsu,0.46463946
SRR5602345,,Senior,Jiangsu,0.27486557
SRR5602345,,Young,Jiangsu,0.7251345
SRR5602349,,Senior,Jiangsu,0.51878196
SRR5602349,,Young,Jiangsu,0.48121807
SRR5602351,,Senior,Jiangsu,0.5619944
SRR5602351,,Young,Jiangsu,0.43800557
C010,,Senior,Italy,0.046035286
C010,,Young,Italy,0.95396477
C012,,Senior,Italy,0.10773967
C012,,Young,Italy,0.8922604
C021,,Senior,Italy,0.032468703
C021,,Young,Italy,0.9675313
C042,,Senior,Italy,0.054919556
C042,,Young,Italy,0.94508046
C052,,Senior,Italy,0.54939556
C052,,Young,Italy,0.4506044
S010,,Senior,Italy,0.047657263
S010,,Young,Italy,0.95234275
S020,,Senior,Italy,0.4987949
S020,,Young,Italy,0.5012051
S030,,Senior,Italy,0.13640937
S030,,Young,Italy,0.8635906
S050,,Senior,Italy,0.05839017
S050,,Young,Italy,0.9416098
S080,,Senior,Italy,0.02862169
S080,,Young,Italy,0.97137827
S100,,Senior,Italy,0.07550817
S100,,Young,Italy,0.9244919
S110,,Senior,Italy,0.14211082
S110,,Young,Italy,0.85788924
S120,,Senior,Italy,0.19952238
S120,,Young,Italy,0.80047756
S130,,Senior,Italy,0.05342046
S130,,Young,Italy,0.9465796
S150,,Senior,Italy,0.029335432
S150,,Young,Italy,0.9706645
S180,,Senior,Italy,0.5693118
S180,,Young,Italy,0.43068817
S200,,Senior,Italy,0.4430774
S200,,Young,Italy,0.55692255
S210,,Senior,Italy,0.030289568
S210,,Young,Italy,0.9697104
S220,,Senior,Italy,0.49840644
S220,,Young,Italy,0.50159353
S240,,Senior,Italy,0.030216705
S240,,Young,Italy,0.9697833
S260,,Senior,Italy,0.06841258
S260,,Young,Italy,0.93158746
S280,,Senior,Italy,0.562687
S280,,Young,Italy,0.43731308
S290,,Senior,Italy,0.05788903
S290,,Young,Italy,0.94211096
S320,,Senior,Italy,0.032380555
S320,,Young,Italy,0.9676194
S330,,Senior,Italy,0.055093244
S330,,Young,Italy,0.9449067
SRR3679961,,Senior,Sichuan,0.5290843
SRR3679961,,Young,Sichuan,0.47091565
SRR3679980,,Senior,Sichuan,0.02862169
SRR3679980,,Young,Sichuan,0.97137827
SRR5602010,,Senior,Jiangsu,0.5703617
SRR5602010,,Young,Jiangsu,0.42963836
SRR5602016,,Senior,Jiangsu,0.52379215
SRR5602016,,Young,Jiangsu,0.47620782
SRR5602092,,Senior,Jiangsu,0.46769127
SRR5602092,,Young,Jiangsu,0.53230876
SRR5602119,,Senior,Jiangsu,0.38162115
SRR5602119,,Young,Jiangsu,0.61837894
SRR5602125,,Senior,Jiangsu,0.031717636
SRR5602125,,Young,Jiangsu,0.9682824
SRR5602134,,Senior,Jiangsu,0.5566832
SRR5602134,,Young,Jiangsu,0.4433168
SRR5602138,,Senior,Jiangsu,0.34221712
SRR5602138,,Young,Jiangsu,0.6577829
SRR5602145,,Senior,Jiangsu,0.2726526
SRR5602145,,Young,Jiangsu,0.7273474
SRR5602155,,Senior,Jiangsu,0.5590177
SRR5602155,,Young,Jiangsu,0.4409823
SRR5602159,,Senior,Jiangsu,0.40028337
SRR5602159,,Young,Jiangsu,0.59971666
SRR5602160,,Senior,Jiangsu,0.5327949
SRR5602160,,Young,Jiangsu,0.46720508
SRR5602168,,Senior,Jiangsu,0.039610576
SRR5602168,,Young,Jiangsu,0.96038944
SRR5602179,,Senior,Jiangsu,0.38347873
SRR5602179,,Young,Jiangsu,0.6165213
SRR5602182,,Senior,Jiangsu,0.5684629
SRR5602182,,Young,Jiangsu,0.43153712
SRR5602193,,Senior,Jiangsu,0.5029045
SRR5602193,,Young,Jiangsu,0.4970955
SRR5602210,,Senior,Jiangsu,0.52321637
SRR5602210,,Young,Jiangsu,0.47678366
SRR5602220,,Senior,Jiangsu,0.19434719
SRR5602220,,Young,Jiangsu,0.80565274
SRR5602234,,Senior,Jiangsu,0.4080632
SRR5602234,,Young,Jiangsu,0.5919368
SRR5602256,,Senior,Jiangsu,0.21986459
SRR5602256,,Young,Jiangsu,0.7801354
SRR5602260,,Senior,Jiangsu,0.5482177
SRR5602260,,Young,Jiangsu,0.45178232
SRR5602284,,Senior,Jiangsu,0.56961995
SRR5602284,,Young,Jiangsu,0.43038005
SRR5602290,,Senior,Jiangsu,0.0452912
SRR5602290,,Young,Jiangsu,0.9547088
SRR5602324,,Senior,Jiangsu,0.31996045
SRR5602324,,Young,Jiangsu,0.6800395
SRR5602333,,Senior,Jiangsu,0.048267286
SRR5602333,,Young,Jiangsu,0.9517327
SRR5602335,,Senior,Jiangsu,0.5226569
SRR5602335,,Young,Jiangsu,0.47734308
SRR5602345,,Senior,Jiangsu,0.5624185
SRR5602345,,Young,Jiangsu,0.43758154
SRR5602349,,Senior,Jiangsu,0.4599451
SRR5602349,,Young,Jiangsu,0.54005486
SRR5602351,,Senior,Jiangsu,0.57021177
SRR5602351,,Young,Jiangsu,0.42978826
C010,,Senior,Italy,0.038567856
C010,,Young,Italy,0.96143216
C012,,Senior,Italy,0.1460088
C012,,Young,Italy,0.8539912
C021,,Senior,Italy,0.5693407
C021,,Young,Italy,0.43065923
C042,,Senior,Italy,0.034451474
C042,,Young,Italy,0.9655485
C052,,Senior,Italy,0.5680509
C052,,Young,Italy,0.4319491
S010,,Senior,Italy,0.03612167
S010,,Young,Italy,0.96387833
S020,,Senior,Italy,0.36412272
S020,,Young,Italy,0.63587725
S030,,Senior,Italy,0.43715852
S030,,Young,Italy,0.5628414
S050,,Senior,Italy,0.059268925
S050,,Young,Italy,0.94073105
S080,,Senior,Italy,0.5027812
S080,,Young,Italy,0.49721882
S100,,Senior,Italy,0.055271134
S100,,Young,Italy,0.9447288
S110,,Senior,Italy,0.5389682
S110,,Young,Italy,0.46103182
S120,,Senior,Italy,0.572741
S120,,Young,Italy,0.427259
S130,,Senior,Italy,0.03890045
S130,,Young,Italy,0.9610996
S150,,Senior,Italy,0.0288274
S150,,Young,Italy,0.9711726
S180,,Senior,Italy,0.5689741
S180,,Young,Italy,0.4310259
S200,,Senior,Italy,0.5717726
S200,,Young,Italy,0.42822742
S210,,Senior,Italy,0.029044213
S210,,Young,Italy,0.9709557
S220,,Senior,Italy,0.56507146
S220,,Young,Italy,0.43492854
S240,,Senior,Italy,0.028968388
S240,,Young,Italy,0.9710316
S260,,Senior,Italy,0.104471035
S260,,Young,Italy,0.895529
S280,,Senior,Italy,0.56803256
S280,,Young,Italy,0.4319674
S290,,Senior,Italy,0.049715385
S290,,Young,Italy,0.9502846
S320,,Senior,Italy,0.029346554
S320,,Young,Italy,0.9706534
S330,,Senior,Italy,0.5683302
S330,,Young,Italy,0.4316698
SRR3679961,,Senior,Sichuan,0.5715149
SRR3679961,,Young,Sichuan,0.42848513
SRR3679980,,Senior,Sichuan,0.028800128
SRR3679980,,Young,Sichuan,0.97119987
SRR5602010,,Senior,Jiangsu,0.5684729
SRR5602010,,Young,Jiangsu,0.43152714
SRR5602016,,Senior,Jiangsu,0.5493914
SRR5602016,,Young,Jiangsu,0.45060858
SRR5602092,,Senior,Jiangsu,0.50286776
SRR5602092,,Young,Jiangsu,0.49713215
SRR5602119,,Senior,Jiangsu,0.49745733
SRR5602119,,Young,Jiangsu,0.50254273
SRR5602125,,Senior,Jiangsu,0.029725073
SRR5602125,,Young,Jiangsu,0.9702749
SRR5602134,,Senior,Jiangsu,0.56895304
SRR5602134,,Young,Jiangsu,0.43104696
SRR5602138,,Senior,Jiangsu,0.38260648
SRR5602138,,Young,Jiangsu,0.61739355
SRR5602145,,Senior,Jiangsu,0.4288624
SRR5602145,,Young,Jiangsu,0.57113755
SRR5602155,,Senior,Jiangsu,0.56877494
SRR5602155,,Young,Jiangsu,0.4312251
SRR5602159,,Senior,Jiangsu,0.28206983
SRR5602159,,Young,Jiangsu,0.71793014
SRR5602160,,Senior,Jiangsu,0.57237893
SRR5602160,,Young,Jiangsu,0.42762113
SRR5602168,,Senior,Jiangsu,0.03430981
SRR5602168,,Young,Jiangsu,0.9656902
SRR5602179,,Senior,Jiangsu,0.529927
SRR5602179,,Young,Jiangsu,0.470073
SRR5602182,,Senior,Jiangsu,0.56907934
SRR5602182,,Young,Jiangsu,0.43092066
SRR5602193,,Senior,Jiangsu,0.3340998
SRR5602193,,Young,Jiangsu,0.6659002
SRR5602210,,Senior,Jiangsu,0.5689155
SRR5602210,,Young,Jiangsu,0.43108454
SRR5602220,,Senior,Jiangsu,0.56840205
SRR5602220,,Young,Jiangsu,0.431598
SRR5602234,,Senior,Jiangsu,0.44782308
SRR5602234,,Young,Jiangsu,0.55217695
SRR5602256,,Senior,Jiangsu,0.42959434
SRR5602256,,Young,Jiangsu,0.5704057
SRR5602260,,Senior,Jiangsu,0.53424156
SRR5602260,,Young,Jiangsu,0.46575844
SRR5602284,,Senior,Jiangsu,0.5683145
SRR5602284,,Young,Jiangsu,0.43168548
SRR5602290,,Senior,Jiangsu,0.030115653
SRR5602290,,Young,Jiangsu,0.96988434
SRR5602324,,Senior,Jiangsu,0.40486497
SRR5602324,,Young,Jiangsu,0.59513503
SRR5602333,,Senior,Jiangsu,0.03364313
SRR5602333,,Young,Jiangsu,0.96635693
SRR5602335,,Senior,Jiangsu,0.57101285
SRR5602335,,Young,Jiangsu,0.42898712
SRR5602345,,Senior,Jiangsu,0.5671944
SRR5602345,,Young,Jiangsu,0.43280566
SRR5602349,,Senior,Jiangsu,0.43132734
SRR5602349,,Young,Jiangsu,0.5686727
