Samples	TL100	TL30	TL107	TL106	TL80	TL76	TL65	TL7	TL96	TL86	TL103	TL95	TL111	TL61	TL94	TL62	TL63	TL37	TL116	TL31	TL118	TL13	TL121	TL57	TL87	TL64	TL2	TL108	TL73	TL55	TL109	TL77	TL38	TL12	TL67	TL10	TL3	TL14	TL97	TL123	TL6	100a	TL120	TL54	TL117	TL44	TL71	TL20	TL1	TL124	TL78	TL105	TL81	TL91	TL66	TL92	TL88	TL60	TL69	TL93	TL113	TL59	TL115	TL85	TL4	TL39	TL16	TL114	TL129	TL102	TL110	TL84	TL112	TL74	TL70	TL99	TL82	TL18	TL23	TL83	100b	TL90	TL27	TL5	TL58	TL119
k__Bacteria;p__Firmicutes;c__Bacillales;o__Bacilli;f__Planococcaceae;g__Lysinibacillus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Rikenellaceae;g__Alistipes;s__	1.6230077579770833e-05	0.00030007001633714533	1.8197699810743922e-05	0.0	1.4439182164722189e-05	0.0	2.986055122577563e-05	0.005107941403238242	0.00013971358714634998	0.0	0.0	0.0009047637779788364	0.0	1.4125091813096786e-05	0.00019234961465960533	5.3106744556558676e-05	0.00017032873445750298	0.0	0.0006210871509490213	0.00014859576997374807	0.0	6.504318867728173e-05	1.5134088019855926e-05	0.0	1.2124886329190664e-05	0.0001344688480502017	0.0	0.0015444902543941385	6.756186132927963e-05	0.00013835085777531822	9.57474455949336e-05	7.049600992583821e-05	0.00026448029621793185	2.14679805070737e-05	0.00016330752167226898	0.0	0.0	2.3144397898488667e-05	0.005236441357200107	2.8686173264486518e-05	5.522878524286858e-05	0.0	0.00011180501205896917	0.0	0.0	0.0	3.213522502691325e-05	0.00044685604851579954	0.0	0.0	0.00014721345951629864	0.0	3.2460155159541666e-05	1.8175869715365882e-05	7.295329530034871e-05	2.7258726199724685e-05	0.0	0.0	0.0	5.7705624374855736e-05	0.0	0.0	1.8219582407171226e-05	0.0004935178330770837	3.452621402800076e-05	0.0	0.0	0.0	2.9660828426937964e-05	0.00017424914459510834	0.0016449586063694956	0.0	6.430661393524324e-05	0.0	4.2100536080159423e-05	0.00010586971974772758	0.0009637890678782874	0.0	0.0	9.01504224191222e-05	0.0	0.00011656030538800012	3.930663102865453e-05	0.00012942638227376267	0.0003007349209631036	1.0051564526018477e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__None;g__None;s__	1.6230077579770833e-05	0.0	0.0	0.0	0.0	0.0	1.4930275612887814e-05	0.0	0.0	0.0	0.0	0.0	0.001419083009041168	0.0	0.0	5.3106744556558676e-05	0.0	8.903926631644555e-06	0.0	0.0	0.002619006047523055	1.3008637735456345e-05	0.0	0.00035427169914157235	9.699909063352531e-05	0.0	0.0	5.105752907088062e-05	0.0	4.611695259177273e-05	0.0001914948911898672	0.0	0.0	0.0	0.00036744192376260534	0.0	0.00385101566863627	4.6288795796977335e-05	6.67913438418381e-06	2.8686173264486518e-05	0.0	0.0	0.00038333146991646565	0.0	0.0	0.0	0.0	0.0	0.00011949334820361665	0.0	0.0	1.8686698807788613e-05	0.0	9.087934857682941e-06	0.0002772225221413251	0.0	0.0	0.0	0.0	0.0	0.0	7.39349668031999e-05	0.0	1.8981455118349373e-05	0.0	0.0	0.0	0.0	0.0	0.00023761246990242047	6.741633632661866e-06	1.2546894016386246e-05	0.0004501462975467026	0.0	0.0	4.53727370347404e-05	0.0	1.8542727078871488e-05	0.0	0.0	0.0	0.0015881341609115015	0.0	2.5885276454752537e-05	1.8795932560193973e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Prevotella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7464198393293748e-05	0.0	0.0	0.0	0.00011703777394153965	0.0	1.2823307643973689e-05	0.0	0.0	8.903926631644555e-06	0.0	3.3021282216388464e-05	0.0	0.0	0.0	0.00010900667665894537	2.424977265838133e-05	0.0	0.0	1.2764382267720155e-05	0.0	0.0	9.57474455949336e-05	0.0	0.002556642863440007	2.14679805070737e-05	2.7217920278711506e-05	7.252069861606333e-05	0.0	0.0008794871201425695	6.67913438418381e-06	0.00014343086632243257	0.0	0.0	0.00047916433739558214	0.0	0.012759950805008944	0.004530890967345221	0.004466796278740942	0.002021491648047665	1.3277038689290739e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.841442749939482e-05	0.0	0.0	0.0	0.002957398672127996	0.00016397624166454106	0.0	0.0	0.0	0.0	0.0	0.0	0.001061335698897478	6.741633632661866e-06	0.0003136723504096561	0.0002250731487733513	0.0	1.4033512026719808e-05	0.0	1.966916465057729e-05	0.0	0.0020947725902180467	0.0019060375025757267	0.0	1.4570038173500015e-05	0.0	1.2942638227376268e-05	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Bacteroidaceae;g__Bacteroides;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3557680981884145e-05	0.0	0.0	2.9259443485384913e-05	0.0	0.0	0.0003983005841741901	0.0	2.671177989493367e-05	0.0	0.0	3.1745527848764306e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.987924865831842e-05	0.0	0.00014460851262110963	0.0	2.6554077378581478e-05	0.0	0.0	0.0	0.0	0.0	0.0035309394925368783	5.451745239944937e-05	0.0	2.420721374969741e-05	0.0	0.0	0.0	1.4786993360639981e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.4830414213468982e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0051564526018477e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Alloprevotella;s__	0.0035381569123900405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.825018362619357e-05	0.0	1.3276686139139669e-05	0.0	0.0	2.4843486037960847e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.4940983116689078e-05	0.0	0.0	0.0	9.223390518354546e-05	0.0	0.0	0.0	0.0	0.0	7.252069861606333e-05	0.0	0.0	3.339567192091905e-05	0.0	0.0	0.0	0.0	5.644721244849192e-05	0.0	0.0001941810414576524	3.213522502691325e-05	0.0	0.0	0.0	0.00010515247108307043	0.0	0.0	0.0	0.00011672527248055796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.63155350700019e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.215330696762162e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0051564526018477e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Family_XIII;g__Mogibacterium;s__	0.0	1.667055646317474e-05	0.0	0.0	0.0	0.0	1.4930275612887814e-05	0.0	0.0	1.1778840490942072e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.819840397033528e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.67913438418381e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0001294540276384349	1.6067612513456625e-05	0.00017023087562506652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026627935124667147	0.0	0.0	0.0	0.0	0.0	3.7962910236698745e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000202249008979856	0.0	0.0	0.0	0.0	0.0	0.0	9.271363539435744e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.010312905203695e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Incertae_Sedis;s__	0.0004382120946538125	1.667055646317474e-05	0.0	0.0	0.0	0.0	5.972110245155126e-05	0.000481881264456438	0.00013971358714634998	0.0	0.0013220805563604753	0.0	0.0004096322087953887	7.062545906548393e-05	0.00043599245989510535	0.0027748274030801913	0.000510986203372509	6.232748642151189e-05	0.00017390440226572592	0.00034672346327207886	0.0010952207107823686	0.0001821209282963888	0.0006658998728736608	0.001062815097424717	2.424977265838133e-05	0.0	0.00023915083058923087	8.935067587404108e-05	1.6890465332319907e-05	0.004196642685851319	1.367820651356194e-05	0.00012689281786650876	0.0	0.0	1.3608960139355753e-05	1.2086783102677225e-05	0.0	0.0	4.007480630510286e-05	0.00014343086632243257	2.761439262143429e-05	0.0	0.00038333146991646565	0.0	0.0014395125223613597	0.0008738146865594356	0.0007230425631055481	0.00025534631343759976	5.3108154757162957e-05	0.0003321055491818127	0.0	0.0	0.00011361054305839582	0.0003544294594496346	0.0004960824080423713	4.088808929958703e-05	0.0	0.00012103606874848703	3.07045150989453e-05	0.0	1.6230867864504717e-05	0.0002365918937702397	0.0004919287249936232	0.0013856462236395042	3.452621402800076e-05	0.0	0.0004287571574783546	0.00012983640612827837	0.0005338949116848833	4.75224939804841e-05	0.0018134994471860426	0.0007904543230323332	0.0029902575479888106	1.8341556464481572e-05	0.00015436863229391788	3.0248491356493598e-05	0.00013768415255404102	1.8542727078871488e-05	0.0	0.0001159076859674428	2.1658616880726e-05	0.0002476906489495003	3.930663102865453e-05	0.0	1.8795932560193973e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Intestinimonas;s__	0.0017041581458759373	0.0	0.0	1.4748609943512823e-05	0.0	0.0	0.0	0.0	3.492839678658749e-05	0.0	0.0	0.0	0.0	0.0	0.0003077593834553685	0.0	0.0	1.780785326328911e-05	0.0	0.0	0.0	1.3008637735456345e-05	0.0	2.725166916473634e-05	0.0	0.0	0.0005702827498666273	3.829314680316046e-05	0.0	0.0	2.735641302712388e-05	0.0	0.0	6.440394152122111e-05	0.0	0.003444733184263008	0.0	6.943319369546602e-05	1.335826876836762e-05	0.0	2.761439262143429e-05	0.0	0.0	0.0004892091745535966	1.3975849731663684e-05	0.0	0.0	0.0	0.0	0.0	6.309148264984229e-05	1.8686698807788613e-05	0.0003083714740156458	3.6351739430731764e-05	0.0	6.814681549931172e-05	0.0	0.0	0.0	0.0	1.6230867864504717e-05	0.0	7.287832962868492e-05	0.0	8.63155350700019e-05	0.0	2.766175209537772e-05	2.163940102137973e-05	1.4830414213468982e-05	3.1681662653656065e-05	0.0005325890569802874	0.00010037515213108997	0.0	0.0	0.0	0.0	0.0001573533172046183	3.7085454157742976e-05	0.0	0.0033484442612816807	0.0	1.4570038173500015e-05	0.0	0.0015660592255125284	7.518373024077589e-05	0.01331832299697448
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Incertae_Sedis;s__	0.0	0.0	0.001892560780317368	0.0	0.0	6.10679564219063e-05	0.0001045119292902147	0.0	1.7464198393293748e-05	1.1778840490942072e-05	0.0	0.0	0.00017555666091230944	0.0	0.001923496146596053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001983028961446228	5.471282605424776e-05	0.0	0.0	0.0	0.0	0.0	0.0005291471911103271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3975849731663684e-05	0.0	4.820283754036988e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.087934857682941e-06	1.4590659060069746e-05	1.3629363099862344e-05	0.0	7.262164124909222e-05	6.14090301978906e-05	0.01217588674309456	1.6230867864504717e-05	0.0	0.0	0.0	0.0	0.0005207473359328362	0.0	0.0	4.4491242640406944e-05	0.0	0.004435994930291507	1.2546894016386246e-05	0.001768431883219189	0.0	1.4033512026719808e-05	0.00024198793085194878	0.0	1.8542727078871488e-05	3.1738978639667385e-05	0.0	0.0	2.914007634700003e-05	0.011687171625853282	0.0006212466349140609	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	0.00017853085337747916	0.0006168105891374656	7.27907992429757e-05	1.4748609943512823e-05	0.00020214855030611063	0.0004885436513752504	1.4930275612887814e-05	6.425083526085839e-05	1.7464198393293748e-05	0.0005889420245471036	1.8110692552883223e-05	0.0005900633334644586	0.0001097229130701934	0.00018362619357025818	0.00034622930638728954	0.0004248539564524695	8.516436722875149e-05	0.0007568337636897872	0.0	0.00013208512886555383	0.0002222186949413501	0.00028619003018003953	0.00015134088019855922	0.0001907616841531544	2.424977265838133e-05	7.470491558344539e-05	5.518865321289943e-05	0.003982487267528688	0.0	0.0005995203836930455	0.0003829897823797344	8.459521191100583e-05	0.00022921625672220756	0.0001073399025353685	0.00047631360487745126	1.2086783102677225e-05	0.00042625745950554135	9.257759159395467e-05	3.339567192091905e-05	2.8686173264486518e-05	2.761439262143429e-05	7.265857734505559e-05	0.0004631921928157294	1.8815737482830638e-05	0.000754695885509839	0.0001941810414576524	0.0002731494127287626	0.00014895201617193317	1.3277038689290739e-05	0.0	6.309148264984229e-05	0.0005232275666180814	0.0002921413964358749	0.001372278163510124	0.00013131593154062772	2.7258726199724685e-05	0.0	0.0005083514887436456	0.0	0.0007117027006232207	0.000795312525360731	0.0002513788871308797	3.643916481434245e-05	0.0015944422299413474	1.726310701400038e-05	0.002273506661755554	0.0	2.163940102137973e-05	0.0008453336101677321	0.0006653149157267774	0.0003842731170617264	1.2546894016386246e-05	0.0007395260602552973	9.170778232240789e-05	0.00042100536080159423	0.00016636670246071477	0.0008457740799748235	0.0001483418166309719	0.0009839083378296886	0.00015454358128992376	6.497585064217799e-05	5.828015269400006e-05	0.0005895994654298182	3.882791468212881e-05	0.00026314305584271557	2.010312905203695e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Bacteroidaceae;g__Bacteroides;s__	0.0	0.0	0.0	0.0	0.0	0.0	1.4930275612887814e-05	0.0	0.0	1.1778840490942072e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8396217737633138e-05	0.0	0.0	0.0	0.0	5.639680794067056e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4033512026719808e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002443471232825217	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7464198393293748e-05	0.0	0.0004346566212691973	0.0	2.9259443485384913e-05	0.0	0.00011540976879576318	0.0	0.0	0.007327931617843468	2.4843486037960847e-05	0.0	0.00030158251456326087	0.0	0.0	0.0013080801199073446	1.2124886329190664e-05	0.0	0.0	5.105752907088062e-05	0.0	4.611695259177273e-05	0.00015046027164918136	1.409920198516764e-05	0.0	0.01230115283055323	0.0	0.0	0.00033806626098715353	0.00032402157057884136	6.67913438418381e-06	0.00022948938611589215	0.0	2.4219525781685195e-05	0.00031944289159705467	0.0	2.7951699463327367e-05	3.2363506909608725e-05	0.00019281135016147952	0.0	0.0	0.00028681842883883824	6.309148264984229e-05	0.0	0.002028759697471354	4.5439674288414705e-05	1.4590659060069746e-05	6.814681549931172e-05	0.0	2.420721374969741e-05	0.0	0.0003077633299992306	0.0004220025644771226	0.0006802016945894392	0.0	3.7962910236698745e-05	1.726310701400038e-05	1.2701154534947224e-05	0.0	0.0	0.003247860712749707	0.0	0.0	0.0	0.0002572264557409729	0.0	0.0	0.0014670518307899393	0.0	0.0	0.0	0.0	4.3317233761452e-05	7.285019086750009e-05	0.0	7.765582936425761e-05	9.397966280096989e-05	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichales;o__Erysipelotrichia;f__Erysipelotrichaceae;g__Incertae_Sedis;s__	0.0	0.0	0.0	0.0	8.663509298833314e-05	0.0	5.972110245155126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.561570652657822e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001471697419010651	1.2764382267720155e-05	0.0	0.0	2.735641302712388e-05	0.0	0.0	0.0	0.0	0.0003384299268749622	0.0	0.0	0.0	0.0	0.0	2.4219525781685195e-05	4.7916433739558206e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6230077579770833e-05	0.0	0.0	1.3629363099862344e-05	0.0	0.0	0.0	0.0	1.6230867864504717e-05	0.0	0.0	0.0	0.0	1.2701154534947224e-05	1.383087604768886e-05	0.0	0.0	0.0	1.3483267265323731e-05	0.0	3.215330696762162e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.285019086750009e-05	0.0	3.882791468212881e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__Gordonibacter;s__	1.6230077579770833e-05	0.0	1.8197699810743922e-05	0.0	4.331754649416657e-05	4.8854365137525044e-05	2.986055122577563e-05	9.637625289128758e-05	1.7464198393293748e-05	0.0	0.0	1.9668777782148622e-05	0.0	0.0	0.0	1.3276686139139669e-05	0.0	8.903926631644555e-06	0.0	0.0	0.0	0.0	0.000196743144258127	0.0	0.0001333737496210973	2.9881966233378163e-05	1.8396217737633138e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005076448903124434	4.4095599259193934e-05	0.00020829958108639805	0.00022041143467806573	0.0	0.00015187915941788859	0.0	7.986072289926368e-05	0.0	0.0	0.0	1.6067612513456625e-05	6.383657835939994e-05	0.0	3.019141356198297e-05	2.103049421661409e-05	0.0	6.492031031908333e-05	2.726380457304882e-05	0.0	0.0	0.0	0.0	1.535225754947265e-05	0.0	0.00014607781078054244	5.9147973442559925e-05	3.643916481434245e-05	0.0	0.0	0.0	0.0	4.327880204275946e-05	0.0	0.00014256748194145231	0.0001280910390205755	2.509378803277249e-05	9.645992090286486e-05	0.0	1.4033512026719808e-05	0.0	0.0	0.0	0.0	2.5757263548320622e-05	0.0	0.0001894104962555002	0.0	0.0001682542969558915	3.7591865120387945e-05	0.0025329942605566555
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	4.8690232739312485e-05	5.001166938952422e-05	0.0	0.0	4.331754649416657e-05	0.0	0.0	0.00022487792341300438	0.0	0.0	1.8110692552883223e-05	3.9337555564297244e-05	0.00014629721742692454	9.88756426916775e-05	5.1293230575894754e-05	0.0007036643653744025	0.00022710497927667066	8.903926631644555e-06	0.0	3.3021282216388464e-05	4.761829177314646e-05	0.00011707773961910711	0.000605363520794237	5.450333832947268e-05	0.000254622612913004	0.0	0.0	3.829314680316046e-05	0.0	0.00013835085777531822	4.103461954068582e-05	0.00019738882779234696	0.0	6.440394152122111e-05	0.0	0.0009065087327007916	1.4698533086397974e-05	0.0006711875390561714	0.00018701576275714668	0.0	0.00042802308563223154	0.0	1.5972144579852738e-05	1.8815737482830638e-05	0.00033542039355992836	0.0	0.00016067612513456626	2.127885945313331e-05	0.0	1.5095706780991486e-05	0.0002523659305993691	0.0	0.00032460155159541663	4.5439674288414705e-05	0.00020426922684097643	1.3629363099862344e-05	3.3416875522138675e-05	0.00019365770999757928	3.07045150989453e-05	1.9235208124951912e-05	0.0	0.00028095287385215964	0.0003826112305505958	7.592582047339749e-05	0.00010357864208400228	1.2701154534947224e-05	0.0010096539514812867	0.00010819700510689865	0.0	1.5840831326828033e-05	0.0003977563843270501	0.00018820341024579362	9.645992090286486e-05	1.8341556464481572e-05	1.4033512026719808e-05	0.00024198793085194878	5.900749395173187e-05	4.635681769717873e-05	0.0	0.0002704512672573666	0.0	0.00016027041990850018	9.171547240019393e-05	0.00031062331745703044	1.8795932560193973e-05	0.0009850533235498103
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__Blautia;s__	0.0	0.0	1.8197699810743922e-05	1.4748609943512823e-05	0.0	8.549513899066882e-05	0.0	6.425083526085839e-05	1.7464198393293748e-05	0.0024028834601521826	1.8110692552883223e-05	0.0	0.00018287152178365568	0.0	1.2823307643973689e-05	7.966011683483802e-05	0.0006245386930108442	0.0	0.0	1.6510641108194232e-05	6.349105569752861e-05	0.00039025913206369034	0.0	0.0070309306445019756	1.2124886329190664e-05	0.0	0.0	0.0	0.0	0.0011068068622025458	5.471282605424776e-05	0.0	0.0	4.29359610141474e-05	0.0	1.2086783102677225e-05	4.4095599259193934e-05	0.0004397435600712848	6.67913438418381e-06	0.0009466437177280553	1.3807196310717145e-05	0.0	0.000303470747017202	0.0	0.0010062611806797854	6.472701381921745e-05	0.000257081800215306	0.0	1.3277038689290739e-05	0.00015095706780991487	0.0	0.000971708338005008	0.0	0.0	0.00011672527248055796	1.3629363099862344e-05	0.0	0.0	0.0	0.0005001154112487497	0.0	0.0	0.0	1.8981455118349373e-05	0.0	2.540230906989445e-05	6.915438023844431e-05	0.0	0.0	0.0006494740843999492	0.00027640697893913655	1.2546894016386246e-05	0.00041799299057908106	1.8341556464481572e-05	1.4033512026719808e-05	0.006337058939185408	0.0	0.0	0.0	5.1514527096641245e-05	0.0	0.0	0.00027514641720058174	0.0	0.0	1.0051564526018477e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__Cellulosilyticum;s__	0.0	0.0	0.0001455815984859514	0.0	0.0	0.0	0.0	6.425083526085839e-05	6.985679357317499e-05	3.5336521472826206e-05	1.8110692552883223e-05	0.0	7.314860871346228e-06	0.0	1.2823307643973689e-05	0.0004381306425916091	5.6776244819167665e-05	0.0	0.0	1.6510641108194232e-05	1.5872763924382153e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.986072289926368e-05	0.0	0.0	3.2363506909608725e-05	0.001076530038401594	0.0	0.0	1.5095706780991486e-05	0.0	0.0	0.0	9.087934857682941e-06	4.377197718020923e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.540230906989445e-05	0.0	0.0	0.0	0.0	6.741633632661866e-06	1.2546894016386246e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.347795727933477e-05	0.0	0.0	0.0	1.3102210342884845e-05	6.471319113688134e-05	3.7591865120387945e-05	0.0005528360489310162
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Peptostreptococcaceae;g__Incertae_Sedis;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.314860871346228e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.604256443277693e-05	0.0	0.0	1.5134088019855926e-05	0.0	2.424977265838133e-05	1.4940983116689078e-05	0.0	0.0	0.0	0.0	0.0	1.409920198516764e-05	0.0	0.0	0.0	0.0	4.4095599259193934e-05	0.0	0.0	2.8686173264486518e-05	0.0	0.0	0.0	1.8815737482830638e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3629363099862344e-05	0.0	0.0	0.0	0.0016349926906209125	0.0	0.0	0.0	1.8981455118349373e-05	0.0	0.00011431039081452505	0.0	0.009889206266770536	0.0	0.0	0.0	0.015344851382040375	0.0	0.00011004933878688943	0.0	0.0	0.0	2.781409061830724e-05	0.0	0.0	0.0	0.0	0.002017740392804266	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacillales;o__Bacilli;f__Family_XI;g__Gemella;s__	0.00011361054305839582	1.667055646317474e-05	0.0	0.0	5.7756728658888754e-05	0.00013434950412819386	0.0	6.425083526085839e-05	0.00047153335661893116	0.0	3.622138510576645e-05	3.9337555564297244e-05	4.388916522807736e-05	0.0	0.00015387969172768424	1.3276686139139669e-05	0.0	0.0	2.4843486037960847e-05	0.0	6.349105569752861e-05	0.00014309501509001974	0.00016647496821841517	2.725166916473634e-05	9.699909063352531e-05	0.00010458688181682356	0.0	1.2764382267720155e-05	3.378093066463981e-05	0.0	2.735641302712388e-05	1.409920198516764e-05	0.0	0.0	4.0826880418067245e-05	0.00012086783102677221	1.4698533086397974e-05	0.00023144397898488671	2.003740315255143e-05	0.0	0.00022091514097147437	0.0	3.1944289159705475e-05	0.0	2.7951699463327367e-05	0.0	3.213522502691325e-05	4.255771890626662e-05	2.6554077378581478e-05	0.0	8.412197686645637e-05	0.0	0.0003083714740156458	3.6351739430731764e-05	8.754395436041846e-05	2.7258726199724685e-05	1.6708437761069337e-05	0.0	0.0	0.0	3.246173572900943e-05	2.9573986721279963e-05	3.643916481434245e-05	0.0	0.0	5.08046181397889e-05	2.766175209537772e-05	2.163940102137973e-05	1.4830414213468982e-05	0.0	2.02249008979856e-05	0.00010037515213108997	3.215330696762162e-05	5.502466939344473e-05	4.2100536080159423e-05	4.53727370347404e-05	0.0	9.271363539435744e-06	0.0	2.5757263548320622e-05	0.0	0.00014570038173500018	0.0	1.2942638227376268e-05	0.0	0.00015077346789027713
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Paraprevotella;s__	3.2460155159541666e-05	0.0032674290667822486	0.0	0.0	0.0	0.0	1.4930275612887814e-05	0.0016383962991518887	0.00019210618232623125	0.0035454309877735635	0.0	0.0	0.0	0.0	0.0	0.00021242697822623476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4940983116689078e-05	1.8396217737633138e-05	0.0	0.0	0.0	9.57474455949336e-05	0.00015509122183684403	0.0	0.0	0.0	0.0	1.4698533086397974e-05	0.0	1.335826876836762e-05	0.0	0.0021539226244718748	4.843905156337039e-05	0.0	3.7631474965661276e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009885263669320176	0.0	0.0	0.0018530137006288574	0.0	0.0	0.0	1.535225754947265e-05	0.0	0.0	0.0	0.0	0.0	1.726310701400038e-05	0.0	0.0	0.008699039210594652	0.0	0.0	0.0024472130086562573	1.2546894016386246e-05	0.0	0.0	1.4033512026719808e-05	0.0	0.0	0.0	0.0	0.0009401401195137028	0.0	0.0	0.0	0.0	0.00016916339304174578	1.0051564526018477e-05
